Id,MSSubClass,MSZoning,LotFrontage,LotArea,Utilities,Neighborhood,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Foundation,BsmtExposure,Electrical,BsmtFullBath,BsmtHalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageArea,PavedDrive,PoolArea,Fence,YrSold,SalePrice
441,120,RL,50.0,4173,AllPub,Timber,Norm,TwnhsE,1Story,7,1986,1986,Gable,CBlock,Av,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,2.0,539.0,Y,0,,2008,198608.11616997022
442,20,RL,73.0,8539,AllPub,Sawyer,Norm,1Fam,1Story,5,1968,1968,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,1.0,321.0,Y,0,MnPrv,2006,108139.99639672063
443,20,RL,88.0,10889,AllPub,NAmes,Norm,1Fam,1Story,5,1960,1960,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,313.0,Y,0,MnPrv,2006,149917.46090281155
444,190,RM,77.0,9231,AllPub,OldTown,Norm,2fmCon,2Story,5,1900,2006,Gable,BrkTil,No,FuseA,0.0,0.0,4,TA,Typ,0,Detchd,2.0,447.0,N,0,,2008,111510.23567060335
445,20,RL,71.0,8589,AllPub,CollgCr,Norm,1Fam,1Story,7,2004,2004,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,653.0,Y,0,,2007,179772.0527394286
446,60,FV,78.0,7089,AllPub,Somerst,Norm,1Fam,2Story,7,2003,2003,Gable,PConc,Mn,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,2.0,608.0,Y,0,,2009,242488.2737398969
447,20,RL,88.0,11177,AllPub,NWAmes,Norm,1Fam,1Story,6,1978,1998,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,506.0,Y,0,,2009,178521.7283021667
448,80,RL,,10036,AllPub,Mitchel,Norm,1Fam,SLvl,7,1990,1991,Gable,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,524.0,Y,0,GdPrv,2009,173390.7127298597
449,20,RL,86.0,10424,AllPub,CollgCr,Norm,1Fam,1Story,7,1999,1999,Gable,PConc,Gd,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,604.0,Y,0,,2009,204021.8336760996
450,70,RL,,7589,AllPub,Crawfor,Norm,1Fam,2Story,6,1942,1950,Gable,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,2,Attchd,1.0,240.0,P,0,,2009,177844.12133122646
451,20,RL,,22781,AllPub,Edwards,Norm,1Fam,1Story,5,1953,1953,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Mod,1,Detchd,2.0,676.0,P,0,,2007,145566.52828634417
452,80,RL,64.0,8961,AllPub,Gilbert,Norm,1Fam,SLvl,6,1997,1997,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,BuiltIn,2.0,417.0,Y,0,,2007,154079.82708797412
453,85,RL,77.0,10294,AllPub,NAmes,Norm,1Fam,SFoyer,5,1962,1962,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,327.0,Y,0,,2006,134544.97532989114
454,60,RL,87.0,12509,AllPub,CollgCr,Norm,1Fam,2Story,7,2001,2001,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,649.0,Y,0,,2009,230265.39770784826
455,50,RL,87.0,12416,AllPub,SawyerW,Norm,1Fam,1.5Fin,8,1983,2009,Gable,CBlock,Gd,SBrkr,1.0,0.0,1,Gd,Min2,1,BuiltIn,2.0,639.0,Y,0,,2009,316604.55989343865
456,20,RL,88.0,10489,AllPub,NWAmes,Norm,1Fam,1Story,6,1976,1976,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,1,Attchd,2.0,500.0,Y,0,GdWo,2008,152581.09788798465
457,60,RL,87.0,12887,AllPub,ClearCr,Norm,1Fam,2Story,6,1997,1997,Gable,PConc,Gd,SBrkr,1.0,0.0,4,Gd,Typ,0,Attchd,2.0,630.0,Y,0,,2008,200100.06938634158
458,80,RL,68.0,7223,AllPub,NAmes,Norm,1Fam,SLvl,5,1955,1955,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Min1,1,Detchd,2.0,599.0,Y,0,MnPrv,2007,130167.47748153206
459,30,RL,68.0,7379,AllPub,SWISU,Norm,1Fam,1Story,7,1921,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,2,TA,Typ,1,Attchd,1.0,339.0,Y,0,,2008,158362.11397167898
460,20,RL,96.0,11532,AllPub,Timber,Norm,1Fam,1Story,8,2005,2006,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Gd,Typ,2,Attchd,3.0,907.0,Y,0,,2006,370211.8025031528
461,190,RM,60.0,4419,AllPub,IDOTRR,Norm,2fmCon,1.5Fin,4,1958,1958,Gable,BrkTil,No,SBrkr,1.0,0.0,3,TA,Typ,0,Detchd,2.0,463.0,Y,0,,2007,112217.12815763622
462,50,RL,93.0,10767,AllPub,NoRidge,Norm,1Fam,1.5Fin,8,1992,2000,Hip,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,Attchd,2.0,568.0,Y,0,,2007,285300.28646552603
463,80,RL,128.0,19385,AllPub,NAmes,Norm,1Fam,SLvl,6,1962,1962,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,911.0,Y,0,GdWo,2009,176057.48208386038
464,50,RH,78.0,6389,AllPub,SWISU,Norm,1Fam,1.5Fin,5,1938,1950,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,2,Basment,1.0,277.0,Y,0,,2009,113439.72534061833
465,20,RL,71.0,7589,AllPub,SawyerW,Norm,1Fam,1Story,7,2004,2005,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,,0.0,27.0,Y,0,,2008,141341.66700764766
466,50,RM,64.0,8487,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1910,1990,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,495.0,N,0,,2007,150790.40176249796
467,60,RL,,11139,AllPub,CollgCr,Norm,1Fam,2Story,9,2000,2000,Hip,PConc,Mn,SBrkr,1.0,0.0,3,Ex,Typ,2,Attchd,3.0,763.0,Y,0,,2009,313358.08987575496
468,60,RL,,24661,AllPub,Veenker,Norm,1Fam,2Story,9,1977,1977,Mansard,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,891.0,Y,0,,2008,260825.1737720062
469,60,RL,73.0,8214,AllPub,Gilbert,Norm,1Fam,2Story,6,1994,1995,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,370.0,Y,0,,2009,174002.68205001787
470,20,RL,78.0,7649,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1959,Gable,CBlock,No,FuseA,0.0,0.0,3,TA,Typ,0,Attchd,1.0,313.0,Y,0,GdWo,2006,133995.87159603462
471,120,RL,42.0,5211,AllPub,NridgHt,Norm,Twnhs,1Story,6,2005,2005,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,651.0,Y,0,,2009,200662.41052590043
472,20,RL,103.0,14339,AllPub,NAmes,Norm,1Fam,1Story,6,1957,1957,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,2,Attchd,2.0,567.0,Y,0,,2008,162332.42139529326
473,190,RM,58.0,6089,AllPub,OldTown,Norm,2fmCon,1Story,5,1955,1955,Hip,CBlock,Av,FuseA,1.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2006,124466.58107406792
474,60,RL,78.0,11307,AllPub,SawyerW,Norm,1Fam,2Story,6,1992,1992,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,489.0,Y,0,GdPrv,2010,189007.75816975982
475,160,RM,29.0,1622,AllPub,MeadowV,Norm,Twnhs,2Story,4,1970,2008,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,,0.0,27.0,Y,0,,2009,97017.64225641395
476,20,RL,73.0,14842,AllPub,CollgCr,Norm,1Fam,1Story,7,1998,1998,Gable,PConc,Mn,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,566.0,Y,0,GdPrv,2009,200291.09834457285
477,80,RL,104.0,11364,AllPub,NAmes,Norm,1Fam,SLvl,7,1967,2007,Mansard,CBlock,No,SBrkr,0.0,0.0,5,Gd,Typ,1,BuiltIn,2.0,591.0,Y,0,,2010,242211.98990356384
478,40,RL,63.0,6943,AllPub,BrkSide,Norm,1Fam,1Story,5,1925,1994,Gable,PConc,No,FuseA,1.0,0.0,1,TA,Mod,1,Detchd,1.0,335.0,Y,0,,2007,116077.64847998363
479,80,RL,,11422,AllPub,Mitchel,Norm,1Fam,SLvl,6,1976,1976,Gable,PConc,Av,SBrkr,1.0,0.0,3,TA,Typ,2,Attchd,2.0,566.0,Y,0,,2007,146813.97674947395
480,20,RL,,36589,AllPub,ClearCr,Norm,1Fam,1Story,5,1964,1964,Gable,CBlock,Av,SBrkr,0.0,1.0,4,TA,Typ,0,Attchd,2.0,417.0,N,0,,2006,190436.80126181294
481,20,RL,68.0,5489,AllPub,SWISU,Norm,1Fam,1Story,5,1958,1958,Gable,CBlock,No,SBrkr,0.0,1.0,3,TA,Typ,0,Attchd,1.0,426.0,Y,0,,2007,108685.88928840583
482,45,RL,67.0,7316,AllPub,NAmes,Norm,1Fam,1.5Unf,6,1954,1954,Gable,CBlock,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,2.0,555.0,Y,0,,2008,105788.18234033632
483,160,RM,32.0,2611,AllPub,Edwards,Norm,Twnhs,2Story,7,2004,2004,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Maj1,0,Detchd,2.0,407.0,Y,0,,2006,135175.2013163208
484,50,RL,,12188,AllPub,NAmes,Norm,1Fam,1.5Fin,5,1953,2004,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,1.0,398.0,Y,0,GdWo,2007,161619.6202813336
485,20,RL,80.0,10754,AllPub,CollgCr,Norm,1Fam,1Story,7,2003,2003,Gable,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,585.0,Y,0,,2007,226140.63731330237
486,30,RL,75.0,8866,AllPub,Edwards,Norm,1Fam,1Story,3,1945,2007,Gable,CBlock,,SBrkr,0.0,0.0,2,TA,Min1,0,Detchd,1.0,267.0,N,0,,2010,64353.72198171974
487,20,RL,81.0,9014,AllPub,Timber,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,3.0,637.0,Y,0,,2009,201021.7736028231
488,20,RL,120.0,10948,AllPub,CollgCr,Norm,1Fam,1Story,5,1994,1995,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,2.0,699.0,Y,0,,2009,145073.7122449562
489,60,RL,,15985,AllPub,Gilbert,Norm,1Fam,2Story,7,1999,1999,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,BuiltIn,3.0,685.0,Y,0,,2009,264330.1243216327
490,20,RL,,14306,AllPub,CollgCr,Norm,1Fam,1Story,5,1994,1994,Gable,PConc,No,SBrkr,0.0,1.0,3,TA,Typ,0,Detchd,2.0,774.0,Y,0,,2007,147561.42909542017
491,20,RL,,14464,NoSeWa,Timber,Norm,1Fam,SLvl,6,1958,1958,Gable,CBlock,No,FuseA,0.0,1.0,3,Gd,Typ,1,Basment,2.0,552.0,Y,0,,2009,137541.13637150492
492,160,FV,,2206,AllPub,Somerst,Norm,TwnhsE,2Story,6,2000,2000,Gable,PConc,No,SBrkr,0.0,0.0,2,Gd,Typ,1,Detchd,2.0,467.0,Y,0,,2007,168655.46152889417
493,120,FV,,4627,AllPub,Somerst,Norm,TwnhsE,1Story,9,2001,2001,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,572.0,Y,0,,2008,232128.67799610988
494,20,RL,70.0,8099,AllPub,NAmes,Norm,1Fam,1Story,6,1958,2007,Hip,CBlock,Mn,SBrkr,1.0,0.0,2,Gd,Typ,0,Detchd,2.0,507.0,Y,0,,2009,151636.38255786418
495,60,RL,76.0,10858,AllPub,CollgCr,Norm,1Fam,2Story,8,2007,2007,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,605.0,Y,0,,2009,212326.44235417905
496,120,FV,58.0,5208,AllPub,Somerst,Norm,TwnhsE,1Story,9,1999,2000,Gable,PConc,Av,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,2.0,533.0,Y,0,,2008,329197.35260830744
497,20,RL,118.0,15066,AllPub,NridgHt,Norm,1Fam,1Story,8,2006,2007,Gable,PConc,Gd,SBrkr,1.0,0.0,2,Gd,Typ,1,Attchd,3.0,935.0,Y,0,,2007,440096.5827201606
498,30,RL,68.0,10319,AllPub,OldTown,Norm,1Fam,1Story,5,1925,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,Ex,Typ,0,Detchd,1.0,291.0,N,0,GdWo,2009,125114.81576290875
499,30,RM,58.0,6089,AllPub,BrkSide,Norm,1Fam,1Story,5,1921,1950,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,232.0,Y,0,,2006,89086.13365238525
500,70,RL,61.0,7244,AllPub,Crawfor,Norm,1Fam,2Story,7,1918,1990,Gambrel,BrkTil,Mn,SBrkr,0.0,0.0,3,TA,Typ,1,Detchd,1.0,242.0,Y,0,MnPrv,2009,152723.5688078692
501,20,RL,78.0,8209,AllPub,NAmes,Norm,1Fam,1Story,4,1970,1970,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,490.0,Y,0,,2009,124512.45446760015
502,160,FV,,2206,AllPub,Somerst,Norm,Twnhs,2Story,6,2000,2000,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,2.0,467.0,Y,0,,2007,177091.04383403284
503,60,RL,70.0,7251,AllPub,Edwards,Norm,1Fam,2Story,7,2003,2004,Hip,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,BuiltIn,2.0,643.0,Y,0,,2006,185265.17182945771
504,50,RL,68.0,14279,AllPub,OldTown,Norm,1Fam,1.5Fin,4,1890,2006,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,,0.0,27.0,N,0,,2007,119100.30574252518
505,60,RL,68.0,17522,AllPub,NoRidge,Norm,1Fam,2Story,8,1998,1998,Hip,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,Attchd,3.0,989.0,Y,0,,2010,329796.23328207404
506,50,RL,73.0,6090,AllPub,SWISU,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,258.0,Y,0,MnPrv,2010,95372.10985839613
507,120,RM,44.0,4524,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2003,2003,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,0,Attchd,2.0,447.0,Y,0,,2007,131582.1179560246
508,50,RM,83.0,13799,AllPub,IDOTRR,Norm,1Fam,1.5Fin,5,1950,1950,Gable,CBlock,No,FuseA,0.0,0.0,4,TA,Typ,0,Attchd,1.0,309.0,Y,0,MnPrv,2007,152009.18882220206
509,30,RL,,7979,AllPub,SWISU,Norm,1Fam,1Story,6,1939,1950,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,1,Detchd,2.0,426.0,Y,0,,2010,123218.88462812072
510,30,RM,70.0,7493,AllPub,OldTown,Norm,1Fam,1Story,4,1920,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,2.0,315.0,N,0,,2009,89035.27789598574
511,90,RL,80.0,10862,AllPub,Sawyer,Norm,Duplex,1Story,4,1967,1967,Gable,CBlock,No,SBrkr,2.0,0.0,4,TA,Typ,0,,0.0,27.0,Y,0,,2010,123610.65968638237
512,85,RL,,9269,AllPub,SawyerW,Norm,1Fam,SFoyer,5,1983,1983,Gable,CBlock,Av,SBrkr,1.0,0.0,2,Gd,Typ,0,Attchd,2.0,531.0,Y,0,MnPrv,2007,144207.58168013958
513,70,RM,59.0,6209,AllPub,OldTown,Norm,1Fam,2Story,5,1923,1950,Gambrel,BrkTil,No,SBrkr,0.0,0.0,4,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2008,125977.575875653
514,60,RL,58.0,9449,AllPub,Edwards,Norm,1Fam,2Story,6,1962,2001,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,307.0,Y,0,GdWo,2008,139241.0856881862
515,20,RL,88.0,10489,AllPub,NWAmes,Norm,1Fam,1Story,6,1979,1999,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,1,Attchd,2.0,505.0,Y,0,,2007,178237.82512751984
516,50,RM,68.0,5675,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1920,1998,Gable,BrkTil,No,SBrkr,0.0,0.0,4,TA,Typ,0,,0.0,27.0,N,0,MnPrv,2008,79908.58580600323
517,160,FV,32.0,2206,AllPub,Somerst,Norm,Twnhs,2Story,6,2000,2000,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Detchd,2.0,467.0,Y,0,,2007,166022.91752380037
518,20,RL,84.0,10701,AllPub,Somerst,Norm,1Fam,1Story,8,2006,2006,Gable,PConc,Mn,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,511.0,Y,0,,2007,230071.13226243507
519,50,RL,71.0,15653,AllPub,Crawfor,Norm,1Fam,1.5Fin,6,1914,1995,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,427.0,Y,0,,2008,141826.8446858667
520,70,RM,78.0,8489,AllPub,OldTown,Norm,1Fam,2Story,6,1900,1950,Gable,BrkTil,Mn,FuseA,0.0,0.0,3,Ex,Typ,0,Detchd,1.0,384.0,Y,0,,2009,146051.9953186204
521,20,RL,78.0,7509,AllPub,Sawyer,Norm,1Fam,1Story,5,1962,1962,Hip,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2007,132174.79687718308
522,20,RL,93.0,11217,AllPub,Somerst,PosN,1Fam,1Story,9,2005,2006,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Ex,Typ,2,Attchd,3.0,822.0,Y,0,GdPrv,2009,384585.21180127
523,80,RL,,10873,AllPub,Gilbert,Norm,1Fam,SLvl,7,1991,1992,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,429.0,Y,0,,2007,160311.977369148
524,20,RL,79.0,9267,AllPub,CollgCr,Norm,1Fam,1Story,8,2008,2008,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,931.0,Y,0,,2009,228185.25757022
525,20,RL,74.0,12489,AllPub,NAmes,Norm,1Fam,1Story,6,1958,1998,Hip,CBlock,No,FuseA,0.0,0.0,3,TA,Typ,0,Attchd,1.0,324.0,Y,0,,2009,155309.4679457171
526,20,RL,77.0,14939,AllPub,NAmes,Norm,1Fam,1Story,5,1957,1957,Gable,CBlock,No,FuseA,1.0,0.0,2,TA,Typ,1,Attchd,1.0,326.0,Y,0,MnWw,2006,141023.71255214885
527,20,RL,,14674,AllPub,NAmes,Norm,1Fam,1Story,6,1960,1987,Gable,CBlock,No,SBrkr,0.0,1.0,3,Gd,Typ,2,Attchd,2.0,599.0,Y,0,,2007,181901.8285434085
528,20,RL,61.0,5559,AllPub,OldTown,Norm,1Fam,1Story,3,1958,1958,Gable,CBlock,No,FuseA,0.0,0.0,2,TA,Typ,0,Attchd,1.0,393.0,Y,0,,2009,84337.46103978013
529,30,RM,68.0,4889,AllPub,OldTown,Norm,1Fam,1Story,5,1940,1950,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,1.0,283.0,Y,0,MnPrv,2008,74788.08358387391
530,90,RH,68.0,7289,AllPub,SWISU,Norm,Duplex,2Story,4,1967,1967,Flat,Slab,,SBrkr,0.0,0.0,6,TA,Min2,0,,0.0,27.0,Y,0,,2010,131258.21753319737
531,20,RL,50.0,10420,AllPub,Timber,Norm,1Fam,1Story,7,1985,1985,Gable,CBlock,No,SBrkr,0.0,1.0,3,Gd,Typ,0,Attchd,2.0,555.0,Y,0,,2007,184885.09694506164
532,30,RM,,6380,AllPub,IDOTRR,Norm,1Fam,1Story,6,1930,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,1,TA,Typ,0,Detchd,2.0,467.0,N,0,,2008,89392.74598960158
533,20,RL,85.0,9367,AllPub,Mitchel,Artery,1Fam,1Story,5,2007,2008,Gable,PConc,No,SBrkr,0.0,0.0,2,TA,Typ,0,,0.0,27.0,Y,0,,2008,110374.29754418609
534,120,RL,,3285,AllPub,Blmngtn,Norm,TwnhsE,1Story,8,2003,2003,Gable,PConc,Gd,SBrkr,0.0,0.0,2,Gd,Typ,1,Attchd,2.0,427.0,Y,0,,2006,215198.37608721943
535,60,RL,70.0,8006,AllPub,Gilbert,Norm,1Fam,2Story,6,1999,2000,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,487.0,Y,0,,2007,175026.65322130878
536,90,RL,99.0,11732,AllPub,NAmes,Norm,Duplex,2Story,5,1969,1969,Gable,CBlock,No,SBrkr,1.0,1.0,6,TA,Typ,0,Detchd,4.0,995.0,Y,0,,2009,200004.30943904218
537,60,RL,79.0,12298,AllPub,Mitchel,Norm,1Fam,2Story,6,2001,2002,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,BuiltIn,2.0,587.0,Y,0,,2009,215019.52520446194
538,50,RL,63.0,7731,AllPub,Crawfor,Norm,1Fam,1.5Fin,7,1918,1998,Gable,BrkTil,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,1.0,243.0,Y,0,GdPrv,2007,190053.03460848835
539,60,FV,83.0,9464,AllPub,Somerst,Norm,1Fam,2Story,8,2003,2004,Hip,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,675.0,Y,0,,2008,250077.1894203302
540,50,RL,89.0,15682,AllPub,ClearCr,Norm,1Fam,1.5Fin,7,1953,1953,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,694.0,Y,0,,2006,225019.8237314359
541,20,RL,83.0,9999,AllPub,Somerst,Norm,1Fam,1Story,7,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,632.0,Y,0,,2007,195482.98927097343
542,50,RL,68.0,7097,AllPub,OldTown,Norm,1Fam,1.5Fin,4,1900,1998,Gable,BrkTil,No,SBrkr,0.0,0.0,1,Fa,Typ,0,Attchd,1.0,307.0,Y,0,,2006,81215.69398177679
543,20,RL,73.0,9839,AllPub,NAmes,Norm,1Fam,1Story,6,1969,1969,Gable,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,2.0,487.0,Y,0,,2008,151054.96994299695
544,120,RM,52.0,3900,AllPub,Crawfor,Norm,TwnhsE,1Story,8,2004,2005,Hip,PConc,Gd,SBrkr,1.0,1.0,2,Gd,Typ,1,Attchd,2.0,552.0,Y,0,,2010,265792.1141569171
545,190,RL,68.0,10889,AllPub,OldTown,Norm,2fmCon,1.5Fin,5,1900,1970,Gable,CBlock,No,FuseA,0.0,0.0,3,TA,Mod,1,Attchd,2.0,547.0,N,0,,2006,160094.684468494
546,120,RL,47.0,3958,AllPub,Edwards,Norm,TwnhsE,1Story,5,1984,1984,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Attchd,1.0,291.0,Y,0,,2007,120864.39637006183
547,90,RL,82.0,6971,AllPub,Edwards,Norm,Duplex,1Story,4,1955,1955,Gable,PConc,,SBrkr,0.0,0.0,2,Fa,Typ,0,,0.0,27.0,N,0,,2007,70133.38229208415
548,20,RL,90.0,9929,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1998,Gable,CBlock,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Attchd,1.0,507.0,Y,0,,2008,175341.3144607582
549,70,RM,98.0,9989,AllPub,OldTown,Norm,1Fam,2Story,6,1880,1950,Gable,BrkTil,Mn,SBrkr,0.0,0.0,5,Fa,Typ,0,Detchd,1.0,232.0,N,0,,2007,117562.48436271826
550,20,RL,100.0,12021,AllPub,Somerst,Norm,1Fam,1Story,8,2007,2008,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,3.0,857.0,Y,0,,2008,235136.40644601276
551,80,RL,78.0,12975,AllPub,Sawyer,Norm,1Fam,SLvl,5,1963,1999,Gable,CBlock,Av,SBrkr,0.0,1.0,3,TA,Min2,1,Attchd,2.0,507.0,Y,0,,2009,175020.16536919778
552,20,RL,47.0,16389,AllPub,CollgCr,Norm,1Fam,1Story,5,1977,1977,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,0,Attchd,1.0,335.0,Y,0,MnPrv,2007,116049.05219764743
553,20,FV,80.0,8729,AllPub,Somerst,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,625.0,Y,0,,2007,208799.97682393293
554,30,RM,59.0,6209,AllPub,BrkSide,Norm,1Fam,1Story,5,1925,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Min1,0,Detchd,1.0,477.0,Y,0,MnPrv,2006,88003.54567502899
555,70,RL,,11524,AllPub,Crawfor,Norm,1Fam,2Story,8,1929,1950,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,2,Detchd,2.0,427.0,Y,0,,2006,230112.6371378634
556,60,RL,80.0,16476,AllPub,NridgHt,Norm,1Fam,2Story,9,2006,2006,Hip,PConc,No,SBrkr,1.0,0.0,4,Ex,Typ,1,Attchd,3.0,858.0,Y,0,,2006,393473.21826726187
557,20,RL,98.0,11753,AllPub,CollgCr,Norm,1Fam,1Story,7,2002,2002,Hip,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,3.0,1258.0,Y,0,,2009,237492.4092233848
558,120,RM,52.0,3932,AllPub,Crawfor,Norm,TwnhsE,1Story,8,2007,2008,Hip,PConc,Gd,SBrkr,1.0,1.0,2,Ex,Typ,1,Attchd,2.0,552.0,Y,0,,2008,286584.9793917648
559,50,RL,,11364,AllPub,Crawfor,Norm,1Fam,1.5Fin,6,1932,1950,Gable,CBlock,Mn,SBrkr,0.0,0.0,3,TA,Typ,1,Detchd,2.0,459.0,Y,0,,2007,220117.89316790254
560,60,RL,104.0,12563,AllPub,NridgHt,Norm,1Fam,2Story,10,2007,2008,Gable,PConc,Av,SBrkr,1.0,0.0,3,Ex,Typ,1,BuiltIn,3.0,873.0,Y,0,,2008,426020.61915620626
561,20,RL,,20782,AllPub,Crawfor,Norm,1Fam,1Story,7,1971,1971,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,2,Attchd,2.0,652.0,Y,0,GdWo,2007,229673.28006945492
562,60,RL,,12600,AllPub,NWAmes,Norm,1Fam,2Story,7,1978,1978,Mansard,PConc,No,SBrkr,0.0,1.0,4,Gd,Min2,2,Attchd,4.0,1341.0,Y,0,MnPrv,2008,303423.3349841715
